V_BZNO|CRDEVL_PTTP_DSC_2021|LS_NICS_GRDC_2021|CRDEVL_PTTP_DSC_2022|LS_NICS_GRDC_2022|CRDEVL_PTTP_DSC_2023|LS_NICS_GRDC_2023|CRDEVL_PTTP_DSC_2024|LS_NICS_GRDC_2024|CRDEVL_PTTP_DSC_2025|LS_NICS_GRDC_2025|
1000004169|12|5|||12|5|11|6|11|6|
1000004170|13|11|13|8|13|9|13|12|13|11|
1000004171|||12|9|12|9|11|10|12|14|
1000004172|13|7|13|7|13|7|13|7|13|7|
1000004173|13|9|13|9|||||||
1000004174|||||||12|12|12|12|
1000004175|||||||||||
1000004176|||13|6|13|9|13|9|||
1000004177|||||12|14|12|14|||
1000004178|||||||||11|3|
1000004179|13|8|13|13|13|17|13|17|||
1000004180|13|7|||||||||
1000004181|||||13|8|||||
1000004182|||||||||13|10|
1000004183|||||||||12|15|
1000004184|15|10|13|10|13|9|13|9|13|8|
1000004185|||||15|9|13|13|13|12|
1000004186|13|17|||||||||
1000004187|15|7|15|7|15|8|13|9|13|9|
1000004188|13|9|13|9|13|8|13|9|13|9|
1000004189|12|15|12|15|12|15|12|15|12|15|
1000004190|||||13|11|13|12|13|11|
1000004191|15|7|13|7|13|6|13|6|||
1000004192|12|10|12|9|12|9|||||
1000004193|||||||13|9|||
1000004194|||11|12|11|10|11|10|11|10|
1000004195|12|6|11|5|12|5|12|5|11|5|
1000004196|12|5|12|5|12|5|12|4|12|4|
1000004197|13|13|13|10|13|11|13|13|13|14|
1000004198|11|7|11|7|11|7|11|7|11|7|
1000004199|11|4|11|4|11|4|11|4|11|4|
1000004200|11|3|11|3|11|3|11|3|11|3|
1000004201|11|4|11|4|11|4|11|4|11|5|
1000004202|13|14|13|14|13|17|||||
1000004203|15|8|13|7|||||||
1000004204|13|9|13|12|13|12|13|12|13|12|
1000004205|13|10|||||||||
1000004206|12|14|12|15|12|15|12|15|||
1000004207|13|13|13|11|13|11|13|11|13|11|
1000004208|12|18|||||||||
1000004209|||||13|9|13|14|12|13|
1000004210|13|14|13|14|13|14|13|14|||
1000004211|||||12|4|13|6|12|7|
1000004212|13|13|13|10|13|10|13|13|13|17|
1000004213|||||||||13|7|
1000004214|13|8|13|9|13|8|13|8|13|8|
1000004215|12|4|12|4|12|4|12|4|11|1|
1000004216|13|12|13|13|13|13|13|13|13|11|
1000004217|11|10|11|10|11|9|11|7|11|6|
1000004218|15|10|13|13|13|10|||||
1000004219|||||||13|5|||
1000004220|||||||||||
1000004221|||||||13|11|13|13|
1000004222|13|9|13|9|13|9|||||
1000004223|13|10|13|10|13|12|13|12|13|13|
1000004224|13|11|15|9|13|15|12|15|12|15|
1000004225|13|10|13|12|13|14|13|14|13|14|
1000004226|15|9|13|12|13|10|13|10|13|10|
1000004227|||15|10|13|12|13|11|13|9|
1000004228|12|5|12|6|12|6|12|6|12|6|
1000004229|||||||13|12|13|12|
1000004230|||||13|6|13|9|13|10|
1000004231|15|13|15|10|13|14|||||
1000004232|||13|9|13|13|13|13|||
1000004233|||||||12|11|12|11|
1000004234|13|9|13|11|13|12|13|13|13|12|
1000004235|||||||13|5|13|6|
1000004236|13|12|13|10|13|12|13|11|13|11|
1000004237|||||||13|7|13|9|
1000004238|15|8|15|8|13|10|13|13|||
1000004239|||||||13|11|13|12|
1000004240|||||||11|13|11|13|
1000004241|13|9|13|11|13|12|||||
1000004242|13|9|||||||||
1000004244|||||||||12|12|
1000004245|15|15|15|14|15|10|15|17|15|15|
1000004246|12|14|13|13|||||||
1000004247|||||13|10|||||
1000004248|15|9|13|13|12|13|12|13|12|13|
1000004249|||11|5|11|5|11|5|11|4|
1000004250|12|9|13|14|13|14|12|14|||
1000004251|13|8|||||||||
1000004252|12|12|11|13|11|10|11|9|12|14|
1000004253|13|12|13|10|12|11|12|13|||
1000004254|15|7|13|10|13|13|||||
1000004255|13|8|13|6|13|6|13|9|13|8|
1000004256|||13|9|||||||
1000004257|13|10|13|10|13|9|13|9|13|9|
1000004258|||||||13|13|13|13|
1000004259|13|10|13|9|12|9|12|9|12|9|
1000004260|||||12|14|12|14|12|12|
1000004261|||||13|9|13|9|12|9|
1000004262|13|10|13|11|12|10|||12|15|
1000004263|||||13|10|13|12|13|14|
1000004264|11|3|11|3|11|3|11|4|11|4|
1000004265|13|7|13|6|13|5|13|5|13|5|
1000004266|13|8|13|8|13|11|||||
1000004267|13|12|13|12|13|14|13|14|13|9|
1000004268|13|11|13|11|||||||
1000004269|12|11|12|13|12|10|12|14|12|12|
1000004270|13|7|13|8|13|8|||13|9|
1000004271|||13|9|13|12|13|12|13|13|
1000004272|15|7|13|9|13|10|13|9|13|7|
1000004273|13|12|||||||||
1000004274|13|7|13|7|13|7|13|9|13|8|
1000004275|13|7|13|8|13|8|13|13|13|13|
1000004276|13|10|12|13|12|13|12|12|12|11|
1000004277|12|8|12|9|12|9|12|9|12|14|
1000004278|13|6|13|6|13|6|13|5|||
1000004279|||||||15|13|13|14|
1000004280|||13|9|13|10|13|11|13|12|
1000004281|11|10|11|6|11|4|11|4|11|4|
1000004282|||||||||13|13|
1000004283|||||13|13|13|13|13|12|
1000004284|||15|6|13|6|13|6|13|7|
1000004285|13|11|13|14|13|17|||||
1000004286|||13|6|||||||
1000004287|12|9|12|9|12|9|12|9|12|8|
1000004288|13|9|13|13|13|13|13|13|13|14|
1000004289|13|9|13|13|13|13|||||
1000004290|15|7|13|9|13|13|13|14|13|15|
1000004291|15|8|13|9|13|8|13|8|13|7|
1000004292|15|14|15|10|13|13|||||
1000004293|||13|9|13|9|13|13|13|14|
1000004294|13|9|13|9|13|9|||||
1000004295|13|6|13|14|13|6|13|4|13|4|
1000004296|||13|8|13|8|13|9|13|9|
1000004297|13|13|13|8|15|7|15|8|13|8|
1000004298|13|9|||||||||
1000004299|11|3|11|3|11|3|11|3|11|3|
1000004300|13|13|13|14|13|14|13|14|13|18|
1000004301|12|11|12|10|12|10|||||
1000004302|13|9|13|9|13|10|13|9|13|9|
1000004303|13|11|13|11|||||||
1000004304|13|10|||12|10|||||
1000004305|12|7|12|7|12|8|||||
1000004306|||15|6|13|6|13|8|13|10|
1000004307|12|6|12|8|||||||
1000004308|13|9|13|9|13|11|13|9|||
1000004309|||13|9|13|10|13|17|||
1000004310|13|14|13|17|13|16|||||
1000004311|13|9|13|8|13|8|13|9|13|12|
1000004312|13|11|13|10|13|13|13|11|||
1000004313|15|9|15|7|13|10|13|9|13|9|
1000004314|12|11|12|17|||||||
1000004315|13|13|13|14|13|12|13|13|||
1000004316|13|11|13|13|||||||
1000004317|13|9|13|11|13|11|||||
1000004318|||||13|6|13|9|13|10|
1000004319|||13|6|13|8|13|8|13|7|
1000004320|13|16|||||||||
1000004321|||13|6|||||||
1000004322|11|8|11|9|||||||
1000004323|||||||13|9|13|13|
1000004324|13|9|13|9|13|9|13|9|13|10|
1000004325|||13|11|||||||
1000004326|12|8|11|9|11|10|11|11|||
1000004327|||||||||13|7|
1000004328|15|8|15|8|13|8|13|8|13|8|
1000004329|||12|13|12|13|12|15|12|15|
1000004330|12|7|12|6|12|7|||||
1000004331|13|13|||||||||
1000004332|||13|16|||||||
1000004333|||||||||13|9|
1000004334|13|8|13|9|13|8|13|9|13|7|
1000004335|13|10|13|11|13|9|13|13|13|13|
1000004336|13|14|13|17|||||||
1000004337|13|8|13|8|13|7|13|6|13|6|
1000004338|||12|14|12|13|12|15|12|17|
1000004339|13|14|13|14|||||||
1000004340|||||||||13|9|
1000004341|13|11|13|8|13|10|13|13|13|12|
1000004342|||||||||12|4|
1000004343|13|9|13|9|13|8|13|17|||
1000004344|||||15|9|15|10|13|9|
1000004345|||15|7|13|10|13|8|13|8|
1000004346|||||13|5|13|10|13|10|
1000004347|13|6|13|7|13|7|||||
1000004348|12|9|12|9|12|9|12|9|12|9|
1000004349|13|6|13|6|13|6|13|5|13|7|
1000004350|13|9|13|8|13|9|||||
1000004351|13|5|13|5|||||||
1000004352|13|12|13|13|13|13|13|12|13|11|
1000004353|13|8|13|9|13|10|12|13|12|11|
1000004354|11|13|11|5|11|3|||||
1000004355|13|8|13|7|13|9|||||
1000004356|||||13|9|13|10|12|10|
1000004357|||||||13|8|13|11|
1000004358|13|8|13|9|13|8|13|10|13|10|
1000004359|12|14|12|15|12|15|||||
1000004360|13|14|13|11|||||||
1000004361|13|7|13|9|13|9|||||
1000004362|12|7|12|7|12|8|12|13|12|9|
1000004363|||||13|11|13|10|13|10|
1000004364|13|9|13|9|13|11|||||
1000004365|||||||||||
1000004366|||||13|7|13|9|13|10|
1000004367|||||13|9|13|9|13|11|
1000004368|12|8|12|13|11|3|12|6|12|7|
1000004369|13|11|13|11|13|11|13|13|13|17|
1000004370|13|9|13|9|13|11|13|17|||
1000004371|13|10|13|12|13|17|||||
1000004372|||13|9|13|10|13|12|13|11|
1000004373|11|3|11|4|11|3|11|3|11|3|
1000004374|||12|9|12|7|||||
1000004375|||15|8|15|8|13|9|13|9|
1000004376|12|16|11|13|12|13|12|15|12|17|
1000004377|13|12|13|11|13|13|13|13|13|12|
1000004378|||||||12|13|||
1000004379|13|16|||||||||
1000004380|13|11|13|13|13|13|13|13|13|10|
1000004381|||||13|8|13|8|13|5|
1000004382|||||||||12|7|
1000004383|||||||||12|3|
1000004384|12|10|12|10|12|10|12|13|12|12|
1000004385|12|11|12|6|12|6|12|7|12|9|
1000004386|15|8|13|10|13|9|13|11|13|8|
1000004387|||||||12|5|11|4|
1000004388|||||||||12|9|
1000004389|15|8|13|11|13|17|||||
1000004390|||13|9|13|9|13|12|13|9|
1000004391|||||||||12|14|
1000004392|12|15|12|15|||||||
1000004393|15|8|13|10|13|14|||||
1000004394|12|9|12|8|12|9|12|9|12|8|
1000004395|12|9|11|9|11|8|11|7|||
1000004396|||||||12|6|||
1000004397|12|12|12|10|12|11|12|14|12|14|
1000004398|||||||||12|9|
1000004399|13|9|13|9|||13|10|13|10|
1000004400|||12|12|12|12|12|13|12|11|
1000004401|||||||13|9|13|8|
1000004402|13|10|13|12|||||||
1000004403|13|7|13|7|13|7|13|5|13|5|
1000004404|||||13|10|||||
1000004405|||15|8|13|12|||||
1000004406|13|8|13|8|13|7|13|8|13|5|
1000004407|13|10|13|13|13|13|13|13|13|12|
1000004408|||||13|6|13|7|13|6|
1000004409|13|8|13|8|13|7|13|9|13|8|
1000004410|13|10|||||||||
1000004411|13|9|13|11|13|13|13|14|||
1000004412|||12|5|12|6|12|7|12|6|
1000004413|12|6|12|5|||||||
1000004414|15|11|13|13|13|13|13|17|||
1000004415|11|4|11|4|11|4|11|4|||
1000004416|13|10|||||||||
1000004417|13|12|13|12|||||||
1000004418|||13|9|13|13|13|17|13|13|
1000004419|13|11|13|10|13|10|||||
1000004420|13|13|13|14|13|12|13|13|13|12|
1000004421|||||13|10|||||
1000004422|||13|9|13|9|13|10|||
1000004423|13|14|||||||||
1000004424|15|9|13|8|||||||
1000004425|13|13|13|13|13|10|12|12|12|12|
1000004426|||||||12|14|||
1000004427|||13|10|13|9|13|12|13|18|
1000004428|||13|10|13|12|12|15|||
1000004429|11|7|11|6|11|6|11|11|11|10|
1000004430|12|14|12|14|12|14|12|14|||
1000004431|13|10|13|17|||||||
1000004432|13|8|13|8|13|8|13|7|13|7|
1000004433|12|7|12|7|12|8|12|12|12|13|
1000004434|13|13|13|14|13|14|13|15|13|15|
1000004435|||||||||13|9|
1000004436|||||||13|8|13|8|
1000004437|||||13|13|||13|13|
1000004438|12|9|12|9|12|9|12|14|12|14|
1000004439|15|9|15|8|15|8|13|11|13|11|
1000004440|13|12|13|11|13|10|13|10|13|9|
1000004441|13|9|13|9|13|10|13|9|13|9|
1000004442|||15|7|13|9|13|9|13|9|
1000004443|||||||15|6|13|7|
1000004444|15|8|15|7|13|13|13|13|13|9|
1000004445|13|13|13|13|13|13|13|12|13|12|
1000004446|13|9|13|9|13|11|13|13|13|12|
1000004447|13|10|13|12|13|17|||||
1000004448|||||||||13|6|
1000004449|12|14|||||||||
1000004450|11|3|11|3|11|3|||||
1000004451|15|8|13|10|13|10|13|9|13|8|
1000004452|||||||13|10|13|10|
1000004453|||||13|9|||||
1000004454|||||13|10|||||
1000004455|||||13|9|||||
1000004456|11|1|11|1|11|1|11|1|11|1|
1000004457|||||||||||
1000004458|12|8|12|7|12|9|12|9|12|13|
1000004459|13|8|||||||||
1000004460|13|13|13|13|13|16|||||
1000004461|13|11|13|10|13|10|13|10|13|10|
1000004462|13|17|||||||||
1000004463|12|9|12|8|12|7|12|7|12|5|
1000004464|13|10|13|10|13|13|13|13|13|12|
1000004465|13|13|13|13|13|11|13|11|13|13|
1000004466|||||||13|9|13|9|
1000004467|13|5|||||||||
1000004468|||||||||||
1000004470|||||||||12|9|
1000004471|13|6|13|5|||||||
1000004472|||||||||||
1000004473|13|7|||||||||
1000004474|13|14|13|11|13|17|||||
1000004475|||||||||13|9|
1000004476|||13|9|13|12|13|8|13|7|
1000004477|||12|14|12|12|12|11|11|9|
1000004478|15|7|15|7|13|6|13|7|13|8|
1000004479|13|10|13|10|||||||
1000004480|13|10|13|10|13|9|13|10|13|12|
1000004481|13|12|13|14|13|18|||||
1000004482|15|8|15|8|13|12|13|11|13|13|
1000004483|||13|9|13|12|13|10|13|11|
1000004484|12|10|12|8|11|14|12|11|||
1000004485|13|11|||||||||
1000004486|13|7|12|6|12|5|12|4|12|4|
1000004487|13|8|13|9|13|14|||||
1000004488|||||13|8|13|7|13|8|
1000004489|15|7|15|7|15|7|13|7|13|7|
1000004490|13|13|13|11|13|10|13|13|13|10|
1000004491|13|12|13|8|13|9|||||
1000004492|13|10|13|9|13|11|13|11|13|11|
1000004493|||13|11|13|11|13|13|13|12|
1000004494|||||||13|9|13|13|
1000004495|13|18|||||||||
1000004496|15|8|15|10|13|13|13|14|13|14|
1000004497|13|13|13|12|13|13|13|13|13|13|
1000004498|13|9|13|9|13|9|13|10|||
1000004499|||||||||12|6|
1000004500|||||15|8|13|9|13|13|
1000004501|13|11|13|10|||||||
1000004502|13|6|13|8|13|8|13|8|13|8|
1000004503|||||||13|12|13|12|
1000004504|||||||12|5|||
1000004505|13|8|13|9|||||||
1000004506|13|10|15|7|13|17|||||
1000004507|13|14|13|13|13|13|13|14|13|15|
1000004508|12|13|12|12|12|13|12|13|12|13|
1000004509|||13|6|15|9|13|9|||
1000004510|||13|7|13|9|13|11|||
1000004511|13|13|13|14|13|13|||||
1000004512|||||||12|7|12|7|
1000004513|||||||||13|7|
1000004514|13|9|||||||||
1000004515|||13|6|13|6|13|17|||
1000004516|12|11|12|11|12|11|12|11|12|10|
1000004517|13|11|13|9|13|7|13|8|13|9|
1000004518|||15|11|13|13|13|13|13|12|
1000004519|||12|7|12|9|||||
1000004520|13|11|13|10|13|11|13|10|13|10|
1000004521|12|7|12|7|||||12|7|
1000004522|||||||||13|12|
1000004523|13|8|13|9|13|9|13|10|13|10|
1000004524|15|8|13|10|13|12|13|11|13|12|
1000004525|||13|11|||||||
1000004526|13|10|13|9|13|10|13|10|||
1000004527|||||13|15|||||
1000004528|||||||||13|12|
1000004529|||||||13|9|13|8|
1000004530|||||||||11|6|
1000004531|12|3|12|6|13|6|||||
1000004532|12|11|12|10|12|13|12|13|12|14|
1000004533|13|9|13|11|13|11|13|12|13|12|
1000004534|||||13|9|13|10|13|10|
1000004535|||13|10|13|8|||||
1000004536|||||13|8|13|8|13|9|
1000004537|||13|13|13|11|13|12|13|12|
1000004538|13|8|13|12|||||||
1000004539|12|12|12|13|12|16|||||
1000004540|13|8|13|8|13|9|13|9|13|10|
1000004541|13|10|13|9|13|11|13|12|13|8|
1000004542|||12|5|12|5|12|9|11|7|
1000004543|12|9|11|8|11|9|11|8|12|12|
1000004544|11|7|11|6|11|7|11|8|11|9|
1000004545|||||||12|8|12|10|
1000004546|13|6|13|7|13|7|13|6|13|6|
1000004547|12|8|12|7|12|12|13|14|12|15|
1000004548|13|8|15|8|15|8|13|9|||
1000004549|15|8|13|11|13|10|13|10|13|17|
1000004550|13|13|13|13|13|12|13|14|13|17|
1000004551|12|14|12|14|12|14|||||
1000004552|13|10|13|11|13|11|13|17|||
1000004553|15|7|13|9|13|9|13|9|||
1000004554|13|7|13|9|13|8|13|7|13|7|
1000004555|||||13|9|13|11|13|10|
1000004556|12|13|12|17|||||||
1000004557|||13|12|13|11|13|10|13|10|
1000004558|13|10|13|17|||||||
1000004559|||13|7|13|7|||||
1000004560|11|4|11|4|11|6|11|6|11|5|
1000004561|||15|9|13|9|15|8|||
1000004562|13|9|13|7|||||||
1000004563|15|7|15|7|15|7|15|9|15|8|
1000004564|||13|10|||||||
1000004565|13|8|13|9|13|9|13|11|13|14|
1000004566|||||||13|9|13|9|
1000004567|13|8|||||||||
1000004568|13|15|||||||||
1000004569|15|14|13|11|13|12|13|17|||
1000004570|13|14|13|13|13|14|13|14|13|14|
1000004571|13|11|13|11|13|8|13|11|13|12|
1000004572|||||||13|13|13|13|
1000004573|13|8|13|13|13|17|||||
1000004574|||13|9|13|13|13|14|13|13|
1000004575|||||12|15|13|8|||
1000004576|12|13|12|14|||||||
1000004577|||||||||||
1000004578|||13|6|||||||
1000004579|||||||13|8|13|15|
1000004580|13|8|||||||||
1000004581|||||13|6|13|7|13|6|
1000004582|||||13|11|13|11|13|11|
1000004583|||||||||11|3|
1000004584|13|12|13|16|||||||
1000004585|13|14|13|13|13|13|13|14|13|13|
1000004586|13|10|13|9|13|8|13|8|13|7|
1000004587|12|15|12|17|||||||
1000004588|15|12|13|13|15|14|15|14|13|15|
1000004589|13|9|13|9|13|9|13|9|13|9|
1000004590|13|8|13|8|13|7|13|10|12|17|
1000004591|12|6|12|7|12|10|12|14|12|13|
1000004592|13|15|13|16|||||||
1000004593|15|8|13|8|13|8|13|10|||
1000004594|||||||||13|13|
1000004595|||||||||13|9|
1000004596|12|8|12|8|12|8|||||
1000004597|13|8|||||||||
1000004598|13|12|13|13|13|13|13|13|13|13|
1000004599|12|6|12|11|12|13|12|13|12|8|
1000004600|13|9|13|9|13|13|13|11|13|13|
1000004601|15|7|13|8|13|11|||||
1000004602|15|8|15|7|13|13|||||
1000004603|13|13|||||||||
1000004604|12|9|12|9|||||||
1000004605|13|9|13|11|13|16|||||
1000004606|13|9|13|9|13|9|13|9|13|10|
1000004607|||||||||13|5|
1000004608|11|2|11|3|11|3|11|3|11|4|
1000004609|11|8|11|7|11|8|11|9|11|9|
1000004610|13|9|13|11|||||||
1000004611|13|11|13|10|13|10|13|11|13|12|
1000004612|||||13|13|13|17|13|17|
1000004613|13|13|13|13|13|17|||||
1000004614|||15|8|15|7|15|7|13|6|
1000004615|13|8|13|11|13|9|||||
1000004616|13|9|13|11|13|10|13|17|||
1000004617|||||||13|7|13|8|
1000004618|||13|9|13|9|13|11|||
1000004619|13|8|12|9|12|9|12|10|12|10|
1000004620|13|7|13|7|13|7|13|6|13|7|
1000004621|13|9|||||||||
1000004622|||12|14|12|14|12|15|||
1000004623|||||||13|8|12|8|
1000004624|||||||13|9|||
1000004625|||13|9|13|10|13|12|13|11|
1000004626|12|7|13|8|13|10|12|9|12|9|
1000004627|12|13|12|12|12|11|||||
1000004628|13|10|13|9|13|8|13|9|13|9|
1000004629|12|13|12|13|12|15|12|13|12|17|
1000004630|||||||13|7|13|7|
1000004631|13|9|13|14|13|17|||||
1000004632|15|5|15|5|13|6|13|7|13|8|
1000004633|13|8|15|7|13|8|||||
1000004634|||15|7|13|8|13|8|13|10|
1000004635|12|4|12|4|12|4|12|4|12|4|
1000004636|||||||13|8|12|11|
1000004637|13|13|13|13|13|14|||||
1000004638|13|8|13|8|13|9|||||
1000004639|13|13|12|14|12|15|15|14|13|14|
1000004640|12|6|12|7|12|7|12|7|12|7|
1000004641|||13|8|||||||
1000004642|||||||||12|5|
1000004643|||||13|8|13|7|13|8|
1000004644|13|6|||||||||
1000004645|12|4|12|5|12|8|12|12|12|14|
1000004646|||||13|8|13|7|||
1000004647|15|9|15|8|15|8|15|8|13|9|
1000004648|||||||15|9|13|11|
1000004649|13|9|13|10|13|11|12|11|||
1000004650|13|9|13|10|13|10|13|8|13|8|
1000004651|15|7|15|6|15|7|15|6|13|6|
1000004652|15|8|13|8|13|9|13|14|13|12|
1000004653|||||15|8|13|11|13|13|
1000004654|13|9|||||||||
1000004655|||||||15|10|15|9|
1000004656|||||12|14|12|14|||
1000004657|11|6|11|5|11|7|11|7|11|7|
1000004658|13|8|13|10|13|8|13|9|13|9|
1000004659|13|8|13|7|||||||
1000004660|13|12|13|12|13|12|13|12|13|14|
1000004661|12|8|12|9|11|8|11|7|11|8|
1000004662|13|10|12|8|12|7|12|8|12|8|
1000004663|12|10|13|8|13|8|13|9|13|9|
1000004664|13|11|13|10|13|11|13|17|||
1000004665|||||||13|10|13|9|
1000004666|15|13|15|13|13|14|13|13|||
1000004667|12|15|13|15|13|14|||||
1000004668|15|8|15|8|13|11|13|13|13|17|
1000004669|13|8|||||||||
1000004670|||||13|8|13|11|13|13|
1000004671|||||||12|11|13|8|
1000004672|13|15|13|14|13|14|13|13|13|13|
1000004673|||||13|10|13|10|||
1000004674|||||||||13|10|
1000004675|15|8|15|8|15|7|13|8|13|9|
1000004676|15|10|15|10|15|10|15|11|13|15|
1000004677|13|8|13|7|13|6|13|7|13|8|
1000004678|13|11|13|17|||||||
1000004679|13|16|||||||||
1000004680|||||15|8|15|9|13|11|
1000004681|||||13|10|13|14|13|14|
1000004682|||||||12|9|||
1000004683|||12|8|12|8|12|17|||
1000004684|15|8|15|8|13|13|13|12|13|14|
1000004685|12|10|11|7|11|7|11|8|11|8|
1000004686|||||||||13|9|
1000004687|13|10|13|11|13|17|||||
1000004688|||||||11|12|11|14|
1000004689|15|6|15|6|13|8|13|7|13|7|
1000004690|13|8|13|8|||||||
1000004691|13|16|13|18|||||||
1000004692|||||||13|9|13|9|
1000004693|13|10|13|12|13|11|13|13|13|11|
1000004694|||13|9|13|12|13|14|13|17|
1000004695|13|5|13|6|13|6|||||
1000004696|13|9|13|9|13|10|12|12|13|18|
1000004697|||||||||13|8|
1000004698|15|7|13|9|15|8|15|8|13|11|
1000004699|||||13|9|13|10|||
1000004700|15|7|13|10|||||||
1000004701|||13|13|13|9|||||
1000004702|||||15|9|15|7|15|8|
1000004703|||||||13|7|13|10|
1000004704|12|10|12|10|12|10|12|11|12|12|
1000004705|13|7|13|7|13|6|13|8|13|7|
1000004706|11|8|11|8|11|7|11|5|11|5|
1000004707|13|16|||||||13|8|
1000004708|||||||15|6|13|7|
1000004709|||||13|10|13|9|13|14|
1000004710|12|8|12|16|12|17|||||
1000004711|12|8|12|9|13|10|13|9|13|13|
1000004712|12|9|12|9|11|8|12|11|12|14|
1000004713|||||||13|17|||
1000004714|13|9|13|8|13|9|13|17|||
1000004715|11|3|11|4|11|4|11|4|||
1000004716|||||||11|2|11|3|
1000004717|11|13|11|14|11|11|11|11|11|10|
1000004718|13|7|13|7|||13|9|13|9|
1000004719|||||||13|15|||
1000004720|13|8|13|8|13|7|13|7|13|9|
1000004721|||||12|6|||||
1000004722|13|6|13|6|13|6|13|7|13|7|
1000004723|15|6|15|6|13|9|13|13|13|9|
1000004724|||||15|9|13|8|13|6|
1000004725|||||13|10|13|10|13|10|
1000004726|13|8|13|9|13|8|13|7|13|8|
1000004727|||||13|8|13|10|13|9|
1000004728|||||||||13|9|
1000004729|12|8|12|17|||||||
1000004730|13|10|13|11|13|11|13|11|13|12|
1000004731|||||||||||
1000004732|13|9|13|17|||||||
1000004733|||||||13|8|||
1000004734|||13|8|13|9|13|8|13|10|
1000004735|||||||||||
1000004736|||||||13|11|||
1000004737|12|11|12|13|12|13|12|13|12|14|
1000004738|15|10|13|10|13|13|13|11|13|12|
1000004739|12|9|12|9|12|13|12|14|12|14|
1000004740|13|9|13|9|||||||
1000004741|||15|9|15|7|15|6|13|7|
1000004742|13|9|13|11|13|12|13|14|13|12|
#N/A
1000004743|||13|10|13|14|13|17|||
1000004744|||||||||12|3|
1000004745|15|9|13|10|13|11|13|13|13|11|
1000004746|||15|9|15|9|13|14|||
1000004747|13|6|13|6|12|5|12|5|12|5|
1000004748|||||||||||
1000004749|||13|17|||||||
1000004750|13|8|13|8|13|9|13|9|13|10|
1000004751|||||12|7|12|8|12|8|
1000004752|13|17|||||||||
1000004753|12|9|12|9|12|13|12|13|12|13|
1000004754|||13|8|13|8|||||
1000004755|13|7|13|8|||||||
1000004756|13|12|||||||||
1000004757|||12|11|12|10|12|9|||
1000004758|15|9|15|8|13|15|||||
1000004759|11|8|11|8|11|8|11|8|11|7|
1000004760|13|10|13|9|13|9|13|17|||
1000004761|12|5|12|5|12|7|12|8|12|7|
1000004762|13|9|13|8|13|9|||||
1000004763|13|9|13|10|||||||
1000004764|13|13|||||||13|13|
1000004765|15|9|15|9|15|8|15|8|13|10|
1000004766|13|6|13|6|13|6|||||
1000004767|||||13|13|13|14|13|17|
1000004768|13|8|13|8|12|7|12|13|12|9|
1000004769|12|13|13|14|13|17|||||
1000004770|||13|8|13|9|13|12|13|9|
1000004771|||||||||11|6|
1000004772|11|5|11|5|11|6|11|6|11|6|
1000004773|||13|5|||||12|4|
1000004774|||||||13|14|13|13|
1000004775|15|11|15|11|13|10|13|10|13|9|
1000004776|15|7|15|8|13|13|13|13|13|9|
1000004777|13|11|13|12|13|10|13|7|13|9|
1000004778|13|10|||||||||
1000004779|13|13|13|8|13|8|13|8|13|11|
1000004780|||||13|7|13|7|13|7|
1000004781|13|12|12|13|||12|10|12|9|
1000004782|13|8|13|8|13|8|||||
1000004783|13|6|13|6|13|6|13|8|13|14|
1000004784|15|8|13|9|||||13|7|
1000004785|||||15|7|13|7|||
1000004786|||||12|8|12|8|12|9|
1000004787|15|9|15|9|15|9|13|12|13|9|
1000004788|||||||||13|8|
1000004789|12|7|12|7|12|10|12|11|||
1000004790|||||||||12|12|
1000004791|||12|9|12|9|12|13|12|17|
1000004792|13|9|13|8|||||||
1000004793|13|16|||||||||
1000004794|||15|8|15|7|15|8|13|10|
1000004795|15|9|15|9|13|8|13|7|13|9|
1000004796|13|7|13|7|||||||
1000004797|15|10|13|12|13|12|13|12|13|10|
1000004798|13|13|13|13|13|13|13|13|13|13|
1000004799|||15|5|13|6|13|6|13|8|
1000004800|15|9|13|13|13|13|||||
1000004801|13|9|13|12|13|10|||||
1000004802|||||12|9|12|9|12|8|
1000004803|12|6|12|5|12|5|12|6|12|6|
1000004804|||||13|13|13|10|13|11|
1000004805|13|12|13|11|12|12|12|14|13|14|
1000004806|||||11|3|||||
1000004807|||||15|6|13|8|13|8|
1000004808|||15|11|13|9|13|11|13|11|
1000004809|13|9|||||||||
1000004810|13|9|||||||||
1000004811|15|7|13|8|13|8|13|8|13|9|
1000004812|13|11|13|8|13|9|13|10|||
1000004813|||||||13|8|13|8|
1000004814|13|9|13|9|13|9|13|9|13|9|
1000004815|13|17|||||||||
1000004816|||||12|10|12|10|12|11|
1000004817|||13|10|13|12|13|14|13|13|
1000004818|||||15|8|15|8|13|9|
1000004819|||||13|9|13|9|||
1000004820|13|8|13|9|13|13|13|14|||
1000004821|||||13|9|13|13|13|10|
1000004822|12|9|12|8|12|10|12|10|12|9|
1000004823|13|13|13|18|||||||
1000004824|13|8|13|8|13|9|||||
1000004825|||||||||13|9|
1000004826|||||||13|7|||
1000004827|||||12|7|12|8|12|8|
1000004828|15|10|13|11|13|13|13|14|13|17|
1000004829|12|8|12|8|12|8|11|6|||
1000004830|||13|8|13|10|13|12|13|13|
1000004831|||15|7|||||13|6|
1000004832|||12|16|||||||
1000004833|13|9|13|9|13|9|13|17|13|14|
1000004834|||13|10|13|12|12|10|||
1000004835|||15|10|15|10|15|8|13|12|
