V_BZNO|BASDT1|PERS1|BASDT2|PERS2|BASDT3|PERS3|BASDT4|PERS4|BASDT5|PERS5|BASDT6|PERS6|BASDT7|PERS7|BASDT8|PERS8|BASDT9|PERS9|BASDT10|PERS10|BASDT11|PERS11|
가상_사업자번호|기준일자1|종업원수1|기준일자2|종업원수2|기준일자3|종업원수3|기준일자4|종업원수4|기준일자5|종업원수5|기준일자6|종업원수6|기준일자7|종업원수7|기준일자8|종업원수8|기준일자9|종업원수9|기준일자10|종업원수10|기준일자11|종업원수11|
1000020120|20210210|17|||||||||||||||||||||
1000009963|20251231|14|20260410|14|||||||||||||||||||
1000005548|20211231|97|20220420|100|20221231|87|20230406|87|20231231|79|20240419|79|20241231|78|20250331|78|20251231|42|20260331|30|||
1000024423|20241231|5|20250428|4|||||||||||||||||||
1000009361|20210331|74|||||||||||||||||||||
1000021242|20211231|82|20220731|73|20231231|82|20241231|59|20250312|58|20250806|56|||||||||||
1000009075|20221231|11|20230710|15|||||||||||||||||||
1000011224|20210512|12|20211231|14|20220513|12|20221231|13|20230425|13|20230430|13|20231231|13|20240508|14|20241231|13|20250514|13|||
1000008381|20210531|65|20211231|60|20220513|59|20231231|67|20240416|64|||||||||||||
1000005559|20251231|76|20260506|79|||||||||||||||||||
1000009967|20220530|82|||||||||||||||||||||
1000005563|20221231|8|20230331|8|20241231|15|20250507|13|20251231|7|20260429|7|||||||||||
1000008926|20210331|6|||||||||||||||||||||
1000005565|20210325|5|||||||||||||||||||||
1000008714|20210512|26|20211231|23|20220422|26|20221231|26|20230508|25|20231122|23|20231231|22|20240507|24|20241231|23|20250430|20|20251231|20|
1000006791|20251231|6|20260105|6|||||||||||||||||||
1000019301|20221004|1|20231231|1|20240419|1|||||||||||||||||
1000024728|20221231|11|20230322|11|20230706|11|20231231|12|20240411|10|20241231|17|20250410|19|20251231|18|20260417|13|||||
1000024740|20241231|12|20250331|13|20251231|13|20260331|13|||||||||||||||
1000024750|20211231|16|20220331|18|||||||||||||||||||
1000024774|20221231|9|20230731|12|||||||||||||||||||
1000024756|20220225|5|||||||||||||||||||||
1000024785|20210622|14|20211231|14|20220531|14|20221231|14|20230531|14|20231231|11|20240531|15|20250623|11|||||||
1000024847|20210325|26|20211231|26|20220425|31|20221231|20|20230626|18|20231231|11|20240408|13|||||||||
1000024840|20210618|10|20211231|13|20220623|13|20221231|9|20230621|9|20231231|5|20240618|8|20241231|8|20250618|6|||||
1000024800|20221231|5|20230510|5|20241231|5|20251231|3|||||||||||||||
1000024818|20241231|6|20250627|5|||||||||||||||||||
1000024832|20210322|21|20211015|14|||||||||||||||||||
1000028571|20210602|18|20221231|8|20230508|9|20241206|12|20241231|12|20250617|15|||||||||||
1000024856|20221231|84|20231231|84|20240213|84|20250121|87|||||||||||||||
1000024891|20241231|25|20250916|23|||||||||||||||||||
1000024923|20241231|28|20250513|35|||||||||||||||||||
1000024869|20221231|3|20230531|3|20231231|3|20240605|3|20241231|2|20250521|2|20251231|2|20260428|2|||||||
1000024915|20210518|9|20230530|9|||||||||||||||||||
1000024861|20241231|21|20250520|22|||||||||||||||||||
1000024898|20210430|49|20221231|71|20230425|78|20231231|88|20240331|90|20241231|42|20250331|46|20251231|42|20260401|44|||||
1000024900|20211222|23|20220408|22|||||||||||||||||||
1000024918|20211231|121|20220420|161|20221231|184|20230417|130|||||||||||||||
1000025026|20231231|30|20240813|31|||||||||||||||||||
1000024991|20210630|15|||||||||||||||||||||
1000025012|20210331|25|20220331|30|||||||||||||||||||
1000024941|20211206|20|20221231|27|20230518|33|20231204|31|20231231|30|20240802|31|20241231|28|20250331|25|20251231|24|20260416|26|||
1000025021|20241231|20|20250328|20|||||||||||||||||||
1000024982|20210723|7|||||||||||||||||||||
1000024994|20211231|7|20220525|8|20221231|9|20230430|11|20231231|9|20240417|9|20241231|6|20250507|10|20251231|10|20260331|11|||
1000024963|20231231|11|20240531|11|||||||||||||||||||
1000024950|20210601|8|||||||||||||||||||||
1000025000|20221231|13|20240118|13|||||||||||||||||||
1000024968|20241231|15|20250424|12|||||||||||||||||||
1000024957|20211231|1|20240704|1|20241231|1|20250415|1|||||||||||||||
1000025068|20210930|578|||||||||||||||||||||
1000025065|20221231|10|20230428|12|||||||||||||||||||
1000025113|20241231|20|20250825|31|||||||||||||||||||
1000025067|20220805|5|20221231|5|20230609|6|20231231|5|20240610|6|20241231|7|20250522|9|||||||||
1000025048|20210702|4|20211231|5|20220412|6|20221231|9|20230413|7|20231231|9|20240411|11|20241231|9|20250408|11|20251231|10|20260401|15|
1000025115|20211231|3|20220621|3|||||||||||||||||||
1000025052|20210503|19|20211231|21|20220331|20|20221231|21|20230331|21|20231231|21|20251231|26|20260408|26|||||||
1000025148|20251231|52|20260423|55|||||||||||||||||||
1000025134|20231231|31|20240402|33|20241231|32|20250513|38|||||||||||||||
1000025158|20231230|3|20240625|3|20250623|2|||||||||||||||||
1000025140|20220420|14|20221231|15|20230424|19|20231231|19|20240628|16|20241231|15|20250610|14|||||||||
1000025204|20211231|14|20221231|13|20230307|13|||||||||||||||||
1000025203|20251231|16|20260326|16|||||||||||||||||||
1000017862|20211115|82|||||||||||||||||||||
1000004490|20221231|28|20230530|35|||||||||||||||||||
1000013677|20211231|9|20220509|9|||||||||||||||||||
1000015077|20241231|5|20250807|5|||||||||||||||||||
1000024645|20210614|15|||||||||||||||||||||
1000019491|20211231|50|20221104|53|||||||||||||||||||
1000011020|20211231|15|20221214|16|20231231|16|20241007|16|20241231|16|20251114|18|||||||||||
1000012992|20251231|7|20260310|7|||||||||||||||||||
1000015719|20211231|4|20220617|3|20221231|4|20231231|6|20240613|6|20241231|6|20250609|5|||||||||
1000022562|20211105|10|||||||||||||||||||||
1000019172|20211231|14|20230210|16|20231231|16|||||||||||||||||
1000010238|20211231|69|20220404|76|20221231|75|20231231|176|20241231|88|20250407|88|20251231|88|20260403|88|||||||
1000013678|20210810|7|||||||||||||||||||||
1000017865|20210414|17|20211231|17|20220413|16|20221231|16|20230418|17|20231231|13|20240521|14|20241231|13|20250430|13|20251231|14|20260506|14|
1000024305|20210312|24|20221231|57|20231115|78|||||||||||||||||
1000012137|20210507|9|20211231|9|20221006|9|20221231|9|20230605|9|||||||||||||
1000017867|20221231|35|20240402|45|20241231|56|20250331|57|20251231|72|20260402|75|||||||||||
1000004510|20210413|28|||||||||||||||||||||
1000006955|20210408|13|20220610|15|||||||||||||||||||
1000004514|20210527|12|20211231|13|20220527|13|||||||||||||||||
1000024502|20231231|9|20240905|9|20241231|6|20250408|6|20251231|7|20260421|8|||||||||||
1000022837|20251231|58|20260331|62|||||||||||||||||||
1000022838|20210430|17|20210530|17|20211231|17|20221231|17|20230508|17|20231231|17|20240417|15|20241231|14|20250428|14|||||
1000004517|20210521|13|||||||||||||||||||||
1000011136|20211231|7|20220401|8|||||||||||||||||||
1000010395|20210831|79|20211231|78|20220630|80|20221231|86|20231231|94|20240430|96|20241231|109|20250509|127|||||||
1000022931|20210531|23|20211231|21|20220531|12|20221231|12|20230524|14|20231231|11|20240516|11|20241231|11|20250519|13|||||
1000010999|20211231|13|20220419|13|20221230|13|20221231|13|20230508|13|20231231|13|20240508|13|20241231|13|20250408|13|20251231|13|20260413|12|
1000010306|20241231|9|20250227|9|||||||||||||||||||
1000014085|20210423|24|||||||||||||||||||||
1000017873|20211231|11|20220404|11|20221231|11|20230330|11|20241231|10|20250328|10|||||||||||
1000018685|20210604|166|||||||||||||||||||||
1000008129|20210409|41|20211231|36|20220317|37|20221231|39|20230406|42|20231231|39|20240322|42|20241231|39|20250326|38|20251231|39|||
1000015565|20210228|26|20211231|29|20220518|29|20221231|37|20230523|36|20231231|30|20240524|30|20241231|28|20250524|30|||||
1000006514|20241231|11|20250418|11|||||||||||||||||||
1000004559|20241231|35|20250410|43|||||||||||||||||||
1000023191|20221231|28|20230731|32|20231231|32|20240630|30|||||||||||||||
1000010891|20210411|9|20210413|8|20211231|8|20221231|9|20230411|10|20231231|10|20241231|9|20250328|9|20251231|9|20260410|9|||
1000003924|20210707|16|||||||||||||||||||||
1000012386|20210510|16|20211231|14|20220412|20|20221231|22|20230531|22|||||||||||||
1000004089|20210407|10|20211119|10|||||||||||||||||||
1000013601|20221231|9|20230519|11|20231231|9|20240516|7|20241231|9|20250516|11|||||||||||
1000013616|20221231|14|20240307|34|20241231|58|20250526|58|||||||||||||||
1000004366|20210401|45|20211231|47|20220413|48|20221231|51|20230331|58|20231231|53|20240416|57|20241231|54|20250404|58|20251231|60|20260422|65|
1000006418|20241231|18|20251024|15|||||||||||||||||||
1000028259|20211230|34|20211231|34|20220627|34|20230630|27|20240510|27|20241230|30|20250630|36|20260312|26|||||||
1000007616|20210416|10|20220501|10|20230419|11|20241231|10|20250512|9|20251231|10|20260428|9|||||||||
1000007657|20210731|130|||||||||||||||||||||
1000008231|20210419|6|20241231|11|20250425|11|||||||||||||||||
1000009223|20210127|21|20210401|22|20220406|19|20221231|19|20230411|21|||||||||||||
1000008564|20221231|19|20230620|20|||||||||||||||||||
1000008480|20210321|9|20210324|8|20210331|8|20221231|9|20230315|9|20231231|9|20240314|9|20240807|10|20241231|10|20250312|10|20251231|9|
1000008932|20231231|50|20241217|50|||||||||||||||||||
1000008555|20221231|12|20230331|13|||||||||||||||||||
1000019358|20210511|48|20220421|47|20221231|48|20230426|44|20231231|49|20240507|51|20241231|42|20250423|43|20251231|43|20260420|47|||
1000009191|20210406|7|20211231|7|20220510|7|20221231|7|20230420|7|20231231|8|20240415|6|20241231|9|20250401|8|20251231|11|20260330|11|
1000009205|20231231|32|20240516|32|||||||||||||||||||
1000020334|20210428|13|20211231|12|20220430|14|20221231|12|20230430|15|20231231|16|20240430|17|20241231|19|20250424|18|20251231|19|20260429|19|
1000019778|20210601|29|20211231|31|20220602|51|20221231|54|20230609|23|20231231|25|20240607|20|20241231|17|20250604|15|20250620|15|||
1000010000|20210704|3|20211231|3|20220714|3|||||||||||||||||
1000009745|20210628|5|20221231|4|20240311|4|||||||||||||||||
1000010201|20210322|30|20211231|29|20220407|29|||||||||||||||||
1000010463|20221231|10|20230926|10|20231231|12|20240513|12|||||||||||||||
1000010190|20210607|22|20211231|30|20220610|39|20221231|39|20230616|32|20231231|36|20240701|33|20241231|32|20250619|33|||||
1000010665|20211231|32|20220329|33|20220331|33|||||||||||||||||
1000010670|20211231|6|20220420|1|20230412|8|||||||||||||||||
1000021733|20221231|6|20230704|9|20231231|6|20240618|9|20241231|9|20250612|7|||||||||||
1000021755|20210304|10|20210531|10|20211231|13|20220531|12|||||||||||||||
1000010882|20221231|1|20230721|1|20231231|11|20240614|9|20241231|15|||||||||||||
1000011168|20221231|44|20230524|45|20231231|45|20241025|49|20241231|46|20250611|46|||||||||||
1000011235|20211231|10|20221025|8|20221231|8|20230907|8|||||||||||||||
1000011141|20221231|14|20231031|14|||||||||||||||||||
1000011305|20231231|31|20241029|8|20241231|31|20260128|9|||||||||||||||
1000011320|20211231|12|20220623|12|||||||||||||||||||
1000010993|20211231|18|20221231|18|20230503|15|20231231|11|20240513|11|20241231|11|20250514|11|20251231|11|20260511|11|||||
1000011328|20241231|26|20250905|27|||||||||||||||||||
1000011421|20211231|8|20220831|8|20221231|8|20230831|9|||||||||||||||
1000011978|20241231|8|20250311|7|20251231|11|20260330|10|||||||||||||||
1000012035|20211230|4|20231231|21|20241121|22|||||||||||||||||
1000011545|20220124|12|||||||||||||||||||||
1000012081|20210506|41|20211231|41|||||||||||||||||||
1000023150|20251231|6|20260403|6|||||||||||||||||||
1000023152|20210930|306|||||||||||||||||||||
1000012711|20220412|43|20221231|44|20231213|44|||||||||||||||||
1000013333|20241231|6|20260406|6|||||||||||||||||||
1000013200|20211231|201|20220531|199|||||||||||||||||||
1000017830|20221201|20|20230601|18|20251231|20|20260331|21|||||||||||||||
1000023116|20221231|23|20230530|24|20231231|23|20240617|24|||||||||||||||
1000023015|20241231|9|20251028|9|||||||||||||||||||
1000023139|20210331|12|20210430|15|||||||||||||||||||
1000023125|20251231|11|20260414|10|||||||||||||||||||
1000014867|20211231|7|20221231|7|20231205|9|20231231|0|20240722|0|20241231|8|20251209|8|||||||||
1000014684|20220613|10|20221231|10|20230613|10|||||||||||||||||
1000022621|20241231|7|20250520|7|||||||||||||||||||
1000019600|20211231|20|20230127|24|20241213|30|20241231|28|20250704|28|||||||||||||
1000022132|20210630|39|||||||||||||||||||||
1000013944|20210506|20|20211231|20|20220509|20|20221231|22|20230627|18|20231231|20|20240531|19|20241231|18|20250630|22|||||
1000014035|20231231|8|20240524|8|||||||||||||||||||
1000015465|20241231|28|20250428|29|20251231|35|20260429|36|||||||||||||||
1000015548|20210630|10|20211216|13|20220630|12|20221215|13|20230630|13|20231215|12|20240630|11|20241206|10|20250630|12|20251117|10|||
1000015511|20251231|27|||||||||||||||||||||
1000016784|20251231|9|20260226|10|||||||||||||||||||
1000019911|20211231|22|20230303|22|||||||||||||||||||
1000019851|20231231|19|20240521|19|||||||||||||||||||
1000020124|20210415|27|20220422|27|20221231|21|20230331|21|||||||||||||||
1000019938|20210622|13|20211231|13|20220621|6|20221231|9|20230531|8|20231231|8|20240604|9|20250620|5|||||||
1000018660|20210630|31|||||||||||||||||||||
1000018665|20210601|5|20220614|5|20221231|5|20230508|5|20231231|4|20240618|4|20241231|4|20250624|4|||||||
1000015829|20210331|10|20220623|13|20221231|10|20230512|13|20231231|21|20241231|12|20250407|12|||||||||
1000016209|20231231|11|20240531|12|20241231|12|20250630|10|||||||||||||||
1000016215|20210416|17|20211231|19|20220418|19|||||||||||||||||
1000018839|20211231|9|20230207|8|20231231|9|20240522|8|||||||||||||||
1000015941|20251231|25|20260423|25|||||||||||||||||||
1000019109|20210409|19|20210430|19|20211231|19|20230417|19|20231231|19|20240419|19|20241231|12|20250416|12|||||||
1000019068|20211231|23|20220509|19|20221231|20|20230511|24|20231231|20|20240509|20|20241231|15|20250509|17|||||||
1000018876|20210408|9|20210518|9|20211231|9|20221231|8|20230516|8|20231231|8|20240507|8|20241231|11|20250512|10|||||
1000016206|20210331|25|20211231|21|20220331|21|20221231|19|20231102|15|||||||||||||
1000016231|20211231|11|20220509|12|20221231|12|20230612|12|20241231|12|20250609|11|||||||||||
1000016246|20210407|36|20221231|35|20230330|37|20231231|36|20240402|37|20241231|35|20250403|31|20251231|34|20260320|35|||||
1000024137|20221231|36|20231219|34|20241231|32|20251215|37|||||||||||||||
1000016410|20251231|80|20260413|80|||||||||||||||||||
1000024456|20220930|7|20230309|7|20230930|7|20240315|7|20240930|7|20250411|9|20250930|9|20260313|9|||||||
1000024257|20230405|15|||||||||||||||||||||
1000022500|20230630|13|20240208|13|||||||||||||||||||
1000001432|20211231|48|20220331|49|20221231|46|20230228|48|20231231|59|20240328|58|20251231|23|20260401|23|||||||
1000008036|20221231|4|20230822|4|20231231|3|20241023|3|20241231|3|20251014|4|||||||||||
1000003118|20210326|1919|20211231|1316|20220413|1918|20221231|1944|20230404|4084|20231231|2275|20241231|2435|20250411|2592|20251231|2591|20260325|2592|||
1000010487|20211231|21|20221223|21|20221231|21|||||||||||||||||
1000024171|20211231|22|20220725|21|20221231|20|20230814|18|20231231|20|20240417|25|||||||||||
1000018682|20231231|11|20241031|17|||||||||||||||||||
1000023169|20210430|133|20211231|139|20220430|124|20221231|144|20230430|137|20231231|120|20240531|114|20241231|121|20250531|123|||||
1000012415|20210511|38|20211231|40|20220422|50|||||||||||||||||
1000015558|20241231|17|20250408|17|||||||||||||||||||
1000011999|20210331|23|20211231|22|20220407|23|20221231|24|20230331|22|20241231|24|20250331|24|20251231|20|20260428|17|||||
1000023711|20241231|10|20250220|11|20260116|10|||||||||||||||||
1000004364|20231231|12|20240809|11|20241231|11|20250605|10|||||||||||||||
1000004563|20210510|8|20211231|7|20220427|8|20230519|8|20231231|7|20240507|7|20241231|5|20250502|6|20251230|6|20260420|7|||
1000021810|20210524|7|20220525|7|20230525|7|20231231|8|20240528|8|20241231|8|20250523|8|||||||||
1000027409|20221231|41|20230731|50|20241231|66|20260105|69|||||||||||||||
1000032039|20220926|817|||||||||||||||||||||
1000006578|20221231|15|20230508|15|20231231|15|20240614|28|20241231|27|20250423|25|20251231|25|20260408|24|||||||
1000009268|20210203|5|20211231|4|20220602|4|20221231|4|20241231|4|20250429|4|20251231|4|20260428|4|||||||
1000022513|20211231|72|20220620|72|||||||||||||||||||
1000017913|20221231|24|20230413|24|20231231|29|20240416|29|20241231|30|20250415|30|20251231|28|20260408|29|||||||
1000009270|20221231|15|20240319|16|||||||||||||||||||
1000023325|20211231|9|20220216|11|20230215|13|||||||||||||||||
1000011509|20210512|23|20211231|24|20220513|23|20221231|20|20230426|23|20231231|22|20240429|21|20241231|20|20250617|23|||||
1000020730|20221231|6|20231231|6|20240219|4|20241204|6|20241231|6|20260205|8|||||||||||
1000024388|20211231|45|20220430|38|20221231|45|20230331|34|||||||||||||||
1000008601|20241231|16|20250430|16|||||||||||||||||||
1000013005|20211231|10|20220419|9|20221231|9|20230424|9|20231231|8|20240626|9|20240819|0|20250624|8|||||||
1000024467|20231231|14|20240424|14|20251231|10|20260416|10|||||||||||||||
1000004673|20231231|12|20241218|10|20241231|12|20250403|11|||||||||||||||
1000013017|20211231|17|20220325|12|||||||||||||||||||
1000004676|20241231|2|20250516|3|||||||||||||||||||
1000014183|20210512|10|20211231|18|20220526|18|20221231|16|20230623|19|20231231|19|20240617|20|20241231|18|20250613|23|||||
1000013690|20210331|311|20211231|310|20220325|320|20221231|341|20230330|338|20231231|391|20240331|390|||||||||
1000010770|20210228|285|20211231|276|20220331|288|20221231|253|20230331|332|20231231|298|20240411|279|20241231|298|20250411|279|||||
1000008602|20211231|45|20220331|44|20221231|42|20230331|45|20241231|34|20250331|36|20250831|30|20251231|28|20260413|25|||||
1000013019|20210331|166|20240328|161|20250228|170|||||||||||||||||
1000015118|20221231|10|20230508|11|||||||||||||||||||
1000004683|20210408|124|20211231|120|20220414|135|20221231|221|20230417|181|20231231|149|20240704|156|||||||||
1000006584|20210420|17|20211231|17|20220419|18|20221231|18|20230412|17|20231231|16|20240416|16|20241231|17|20250416|17|20251231|17|20260430|19|
1000012222|20210513|48|20211231|62|20220526|44|20221231|47|20230525|55|20231231|58|20240531|61|||||||||
1000006970|20230809|8|20241231|6|20251222|5|||||||||||||||||
1000016098|20210408|11|20211231|17|20220408|20|20221231|11945|20230418|18644|20231231|2302|20240419|3128|20241231|1057|20250408|1216|20251231|1057|20260402|691|
1000008872|20210727|8|20241231|7|20250513|7|||||||||||||||||
1000015122|20241231|8|20251223|8|||||||||||||||||||
1000004686|20221231|17|20231231|19|||||||||||||||||||
1000004419|20210414|13|20211231|14|20220415|14|20231231|16|20240403|17|20241231|16|20250404|16|20251231|16|20260402|14|||||
1000012426|20210615|20|20211231|29|20220620|30|20221231|20|20230430|19|20230531|18|20231231|18|20241230|11|20250619|15|20251231|18|20260331|18|
1000013692|20210331|25|20241231|30|20260122|31|||||||||||||||||
1000023735|20251231|60|20260408|59|||||||||||||||||||
1000013020|20210331|94|20210930|87|||||||||||||||||||
1000008605|20210507|10|20211231|6|20221231|10|20230519|11|||||||||||||||
1000009460|20211231|18|20221231|30|20231231|31|||||||||||||||||
1000021364|20211231|20|20220428|21|||||||||||||||||||
1000021462|20210520|101|||||||||||||||||||||
1000004694|20210517|17|20211231|19|20220406|19|||||||||||||||||
1000004696|20241231|16|20260102|11|||||||||||||||||||
1000004695|20251231|35|20260407|36|||||||||||||||||||
1000009820|20211231|710|20241231|707|20250331|721|20251231|723|20260331|657|||||||||||||
1000021464|20210801|27|20221231|28|20230731|27|20241231|31|20250331|30|||||||||||||
1000013023|20210405|18|20211231|23|20220331|20|20221231|23|20230405|22|20231231|23|20240401|23|20241231|25|20251231|26|20260330|26|||
1000015125|20231231|17|20241029|17|||||||||||||||||||
1000004704|20211231|25|20220414|25|20221231|24|||||||||||||||||
1000020035|20251231|23|20260414|23|||||||||||||||||||
1000024049|20231231|33|20241217|41|20241231|37|20250408|39|||||||||||||||
1000020036|20211231|7|20221229|7|||||||||||||||||||
1000011182|20210507|45|20211231|44|20220517|38|20221231|34|20230515|32|20231231|34|20240510|38|20241231|35|20250515|36|20251121|36|||
1000022324|20221231|32|20230627|30|20231231|29|20240430|28|20241231|30|20250520|29|||||||||||
1000023709|20220920|11|20251231|10|20260427|10|||||||||||||||||
1000007792|20210405|10|20211231|10|20220519|13|20221231|14|20230511|13|20231231|12|20240521|13|20241231|16|20250514|17|20251231|17|20260507|20|
1000004708|20210623|33|20231231|33|20240620|45|20241231|45|20250620|84|||||||||||||
1000008860|20211231|13|20220330|14|||||||||||||||||||
1000016521|20241231|37|20260113|37|||||||||||||||||||
1000010912|20211231|8|20220421|8|20230414|8|20250612|12|||||||||||||||
1000012061|20211231|4|20230626|4|||||||||||||||||||
1000004713|20210304|17|20210317|15|||||||||||||||||||
1000025256|20211231|213|20220418|213|20220430|213|20230418|225|20230424|226|20240415|226|20241231|226|20250415|228|20251231|240|20260415|237|||
1000025235|20210513|11|20220404|11|20221231|10|20231016|12|20231231|10|20240618|10|20241231|9|20251231|6|20260331|8|||||
1000025176|20231231|9|20240716|6|||||||||||||||||||
1000025264|20211231|24|20230131|52|||||||||||||||||||
1000025230|20221231|30|20230331|28|20231231|27|20240416|26|||||||||||||||
1000025210|20211231|46|20221116|57|20231231|58|20240430|43|||||||||||||||
1000025181|20231231|11|20240422|14|20240530|14|20241231|17|20250512|16|||||||||||||
1000025305|20231231|158|20240101|158|||||||||||||||||||
1000025313|20241231|13|20250523|13|||||||||||||||||||
1000025307|20210406|10|20211231|16|20220407|18|20221231|13|20230411|11|20231231|13|20240404|8|20241231|9|20250408|8|||||
1000025284|20241231|23|20260109|16|||||||||||||||||||
1000025293|20211224|5|20241231|5|20251209|4|||||||||||||||||
1000025270|20211231|22|20220630|25|20230314|22|20231231|25|20240509|25|20241231|25|20250512|25|20251231|25|20260507|27|||||
1000025306|20211112|7|20211130|7|20211231|7|20241231|6|20250529|6|||||||||||||
1000025304|20231231|9|20240507|9|||||||||||||||||||
1000025289|20211231|32|20220430|34|20220630|44|20221231|34|||||||||||||||
1000025337|20211231|17|20220620|18|20230615|18|20250627|22|||||||||||||||
1000025349|20241231|22|20251031|20|||||||||||||||||||
1000025344|20210413|13|20211231|21|20221231|20|20241231|21|20250407|18|||||||||||||
1000025391|20221231|6|20231207|7|20231231|6|20241119|7|20241231|5|20251113|6|||||||||||
1000025386|20211231|14|20220331|19|20230331|27|20231231|40|20250107|52|||||||||||||
1000025376|20231231|19|20240625|20|20241231|18|20250416|22|||||||||||||||
1000025375|20231231|73|20240626|69|||||||||||||||||||
1000025382|20210420|29|20211231|38|20220412|40|20221231|43|20230403|43|20230411|43|20241231|46|20250408|47|||||||
1000025368|20211231|66|20220331|67|20231231|61|20240501|54|20241231|36|20250623|37|||||||||||
1000025361|20210708|18|||||||||||||||||||||
1000025363|20211210|11|20231231|8|20241213|7|20250626|8|||||||||||||||
1000025365|20210819|9|||||||||||||||||||||
1000025389|20211231|11|20221011|12|20221231|12|20230621|11|20231231|10|20240618|9|20241231|9|20250609|11|||||||
1000025412|20241231|3|20250604|3|||||||||||||||||||
1000025409|20221231|7|20230615|7|20231231|7|20240507|8|||||||||||||||
1000025426|20211231|9|20230410|9|||||||||||||||||||
1000025411|20241231|9|20250410|9|20251231|16|20260407|16|||||||||||||||
1000025441|20210512|7|20221231|6|20230420|8|||||||||||||||||
1000025449|20231231|9|20240531|16|20241231|19|20250531|21|||||||||||||||
1000025459|20221231|1|20230831|2|||||||||||||||||||
1000025461|20210427|17|20211231|17|20220425|18|||||||||||||||||
1000029264|20210616|14|20211231|12|20220617|12|20221231|13|20230615|10|20231231|13|20240618|14|20241231|14|20250617|13|||||
1000025469|20221231|24|20230418|23|||||||||||||||||||
1000025506|20220419|16|||||||||||||||||||||
1000025524|20210422|7|20211231|6|20220425|6|20230419|6|||||||||||||||
1000025520|20221231|19|20230630|19|||||||||||||||||||
1000025521|20210528|16|||||||||||||||||||||
1000025539|20231231|77|20240619|98|20251231|119|20260409|118|||||||||||||||
1000025534|20210818|6|20231231|10|20240415|10|20241231|12|20250402|12|||||||||||||
1000025537|20211129|7|20211231|7|20231231|7|20240604|7|||||||||||||||
1000025533|20210228|30|20220112|34|||||||||||||||||||
1000025541|20210131|8|20211203|9|20211231|8|20220518|10|20221231|11|20230829|12|||||||||||
1000025555|20220124|10|20220602|9|||||||||||||||||||
1000025563|20210228|23|||||||||||||||||||||
1000025564|20221231|31|20230614|31|20231231|36|20240411|35|20241231|36|20250409|37|20251231|39|20260406|37|||||||
1000025586|20210507|8|20220516|12|20221231|12|||||||||||||||||
1000025585|20211231|10|20220608|10|20221231|11|20230801|11|20231231|9|20240617|9|20241231|10|20250623|9|||||||
1000025602|20241231|19|20250502|19|||||||||||||||||||
1000025604|20211101|5|||||||||||||||||||||
1000025607|20210622|10|||||||||||||||||||||
1000025611|20210325|15|20220530|11|20221231|15|20230630|12|20240222|14|||||||||||||
1000025625|20211231|32|20221231|37|20230131|55|20231231|45|20240410|49|20240822|45|20241231|46|20250403|49|20251231|49|20260405|50|||
1000025621|20231231|18|20240507|20|||||||||||||||||||
1000025632|20231231|15|20241231|12|||||||||||||||||||
1000025644|20211231|16|20220329|18|20230406|20|20231231|21|20240626|26|20241231|29|20250531|32|||||||||
1000025651|20251231|54|20260330|57|||||||||||||||||||
1000025658|20221231|11|20231231|11|20240223|7|20240531|7|||||||||||||||
1000025662|20251231|21|20260420|21|||||||||||||||||||
1000025672|20210427|10|20211231|10|20220331|11|20221231|11|20230601|11|20231231|3|20240624|3|20241231|6|20250610|6|||||
1000025671|20210423|13|20211231|15|20220512|18|20221231|15|20230411|18|20231231|20|20240419|20|20241231|20|20250411|19|20251231|18|20260331|20|
1000025690|20211231|13|20220531|18|||||||||||||||||||
1000025685|20251231|20|20260108|36|||||||||||||||||||
1000025703|20210322|55|20211231|55|20220331|65|||||||||||||||||
1000025696|20210324|7|20211231|9|20220405|13|20231231|8|20240624|6|20241231|8|20250715|10|||||||||
1000025717|20241231|5|20250124|5|||||||||||||||||||
1000025721|20241231|66|20250415|72|||||||||||||||||||
1000025719|20221231|1785|20231231|823|20240129|1785|20241231|808|||||||||||||||
1000025743|20210331|4|20231231|6|20240327|7|20241231|10|20251130|9|||||||||||||
1000025724|20231231|9|20240911|9|||||||||||||||||||
1000025752|20241231|18|20250224|21|||||||||||||||||||
1000025750|20210228|60|20211231|43|20220301|43|20221231|48|20230430|56|||||||||||||
1000025754|20250630|9|20251212|9|||||||||||||||||||
1000025751|20210430|11|20211231|7|20220427|11|20221231|20|20230427|20|20231231|26|20240430|29|20241231|24|20250528|24|20251231|24|20260506|24|
1000025775|20231231|102|20240528|102|||||||||||||||||||
1000025784|20210531|149|20231231|175|20240329|180|20241231|212|20250729|227|||||||||||||
1000025790|20210610|8|20211231|8|20220609|7|20221018|7|20221231|6|20230622|7|20231231|7|20240610|7|20241231|7|20250613|6|20251231|6|
1000025786|20210413|16|20220413|16|20230419|16|20231231|14|20240415|13|20241231|14|20250213|14|20250616|10|||||||
1000025720|20210331|268|20220331|265|||||||||||||||||||
1000025798|20211231|52|20230202|58|20231231|67|20240820|74|||||||||||||||
1000025816|20221231|50|20230731|54|20231231|48|20240618|52|20241231|57|20250611|52|||||||||||
1000025809|20210330|13|||||||||||||||||||||
1000025810|20210607|10|20220607|11|20221231|14|20230531|14|20231231|19|20240331|19|||||||||||
1000025814|20231231|27|20240507|28|20251231|27|20260410|27|||||||||||||||
1000025830|20210604|22|20211231|18|20220510|26|20221231|26|20230509|21|20231231|26|20240619|19|||||||||
