V_BZNO|1_ST_DT|1_ED_DT|1_CRI_GRDNM|2_ST_DT|2_ED_DT|2_CRI_GRDNM|3_ST_DT|3_ED_DT|3_CRI_GRDNM|4_ST_DT|4_ED_DT|4_CRI_GRDNM|5_ST_DT|5_ED_DT|5_CRI_GRDNM|6_ST_DT|6_ED_DT|6_CRI_GRDNM|7_ST_DT|7_ED_DT|7_CRI_GRDNM|
가상_사업자번호|등급적용시작일자 _2020|등급적용종료일자 _2020|CRI등급_2020|등급적용시작일자 _2021|등급적용종료일자 _2021|CRI등급_2021|등급적용시작일자 _2022|등급적용종료일자 _2022|CRI등급_2022|등급적용시작일자 _2023|등급적용종료일자 _2023|CRI등급_2023|등급적용시작일자 _2024|등급적용종료일자 _2024|CRI등급_2024|등급적용시작일자 _2025|등급적용종료일자 _2025|CRI등급_2025|등급적용시작일자 _2026|등급적용종료일자 _2026|CRI등급_2026|
1000022227|20210101|20210428|CCC+|20210428|20220421|BBB-|20220421|20240101|BBB+|||||||||||||
1000022228|20200414|20210413|BBB0|20210413|20220412|BBB+|20220412|20230409|A-|20230409|20240330|BBB0|20240330|20250412|BBB0|20250412|20260403|BB+|20260403|20280101|BBB0|
1000022229|20200414|20210423|A0|20210423|20220419|A-|20220419|20230416|A-|20230416|20240413|A-|20250323|20250426|A0|20250426|20260415|A-|20260415|20280101|A+|
1000022230|20200715|20210401|B0|20210401|20220414|BB0|20220414|20230415|BB0|20230415|20240615|BB+|20240615|20260101|BB+|||||||
1000022231|20200530|20210612|BB+|20210612|20220603|BB+|20220603|20230523|BB0|20230523|20240528|BBB-|20240528|20250611|BBB0|20250611|20270101|BBB0||||
1000022232|20200411|20210420|BBB+|20210420|20220416|BBB0|20220416|20230418|BBB-|20230418|20240413|BBB-|20240413|20250416|BBB0|20250416|20260412|BB+|20260412|20280101|BBB-|
1000022233|20200403|20210518|BB+|20210518|20220520|BB+|20220520|20230411|BBB-|20230411|20241112|BB0|20241112|20250524|BB-|20250524|20260502|BB0|20260502|20280101|B0|
1000022234|20200415|20210423|BBB-|20210423|20220419|BBB0|20220419|20230422|B0|20230422|20240418|B+|20240418|20250405|BB+|20250405|20260412|BB+|20260412|20280101|BBB-|
1000022235|20200416|20210422|AA0|20210422|20220420|A-|20220420|20230419|A0|20230419|20240427|BBB+|20240427|20250327|AA-|20250327|20260419|AA0|20260419|20280101|AA0|
1000022236|20210327|20211109|CCC0|20220903|20221003|CCC0|20231003|20231203|CCC+|20240603|20240907|CCC0|20251118|20251203|CC+|20260106|20260428|BB-|20260428|20280101|BB-|
1000022237|20200423|20210417|BB0|20210417|20220409|BB+|20220409|20230325|BB+|20230325|20240326|BBB-|20240326|20250403|BB+|20250403|20260407|BBB-|20260407|20280101|BBB-|
1000022238|20200324|20210325|BB+|20210325|20220804|BBB-|20220804|20230418|BB0|20230418|20240417|BB0|20240417|20250412|BBB-|20250412|20260422|BB0|20260422|20280101|BB0|
1000022239|20200325|20210325|BBB-|20210325|20220323|BB+|20220323|20230325|BBB-|20230325|20240327|BB0|20240327|20250328|BB0|20250328|20260322|BB0|20260322|20280101|BBB0|
1000022240|20200714|20210416|BB-|20210416|20220511|BB-|20231003|20231130|CC+|20240101|20240719|C+|20240719|20250101|C+|||||||
1000022241|20200411|20210415|BB+|20210415|20220414|BB0|20220414|20230309|B+|20230309|20240402|BBB0|20240402|20250410|BBB+|20250410|20260403|A-|20260403|20280101|A-|
1000022242|20210603|20210610|BB-|20230101|20230404|CCC+|20230404|20240608|BB0|20240608|20260101|BB+||||||||||
1000022243|20200409|20210630|B0|20210630|20220504|B0|20220504|20230415|B+|20230415|20240413|B-|20240413|20250426|B-|20250426|20260509|B-|20260509|20280101|B-|
1000022244|20200428|20210416|BB0|20210416|20220419|BB-|20220419|20230411|BB0|20230411|20240425|CCC+|20240425|20250415|B0|20250415|20260411|B-|20260411|20280101|B-|
1000022245|20210101|20210912|CCC+|20210912|20220819|BB0|20220819|20230421|BB-|20230421|20240416|BB+|20240416|20250430|BBB-|20250430|20260411|BBB-|20260411|20280101|B+|
1000022246|20220408|20220703|B+|20230703|20230718|BB-|20240326|20240402|BBB0|20240402|20250401|BBB+|20260318|20260327|BB-|20260327|20280101|BBB-||||
1000022247|20200509|20210420|BBB0|20221018|20221218|BBB0|20230518|20230801|BBB0|20230801|20250101|BBB-||||||||||
1000022248|20210604|20210624|BBB-|20210624|20220804|BBB0|20230706|20231101|B0|20240208|20240328|B0|20240328|20250101|CCC+|||||||
1000022249|20200514|20210413|BB+|20230101|20230616|CCC+|20230616|20240510|B+|20240510|20250416|B+|20250416|20260501|BB-|20260501|20280101|BB0||||
1000022250|20210101|20260411|CCC+|20260411|20280101|B+||||||||||||||||
1000022251|20180101|20220701|CCC+|20220701|20230708|BB0|20230708|20240716|BB+|20240716|20260101|BB0||||||||||
1000022252|20200515|20210430|BB+|20210430|20220512|BB0|20220512|20230419|BB0|20230419|20240511|BB0|20240511|20250417|BB0|20250417|20260414|BB0|20260414|20280101|BB+|
1000022253|20210101|20210423|CCC+|20210423|20220531|BBB-|20220531|20230616|BBB0|20230616|20240406|BB+|20240406|20250510|BBB-|20250510|20260423|BBB0|20260423|20280101|BBB0|
1000022254|20220101|20220504|CCC+|20220504|20230908|BB0|20230908|20240410|BB0|20240410|20250410|B+|20250410|20260412|BB0|20260412|20280101|BB-||||
1000022255|20200411|20210422|BBB0|20220417|20220805|A-|20220805|20230417|A0|20230417|20240414|A-|20240414|20250415|BBB0|20250415|20260429|A-|20260429|20280101|BBB+|
1000022257|20200413|20210420|BB0|20210420|20220420|BB+|20230208|20230413|BB+|20230413|20240402|BB+|20240402|20250403|BB0|20250403|20260411|BB0|20260411|20280101|BB+|
1000022258|20200425|20210427|B+|20210427|20220421|B+|20220421|20230419|CCC+|20240511|20240912|CCC+|20240912|20250515|CCC-|20260412|20260509|C+||||
1000022259|20200812|20210403|B-|20210403|20220617|B0|20240106|20240606|B+|20260304|20260411|B0|20260411|20280101|B0|||||||
1000022260|20201119|20211204|BB-|20211204|20220101|B+|20220101|20230331|CCC+|20240416|20241029|B+|20241029|20250422|BB0|20250422|20260423|BB+|20260423|20280101|BB+|
1000022261|20210715|20211218|B+|20211218|20220528|BB-|20240424|20240703|B+|20251211|20251212|BB+|20260401|20260402|BB+|20260402|20270101|BBB-||||
1000022262|20200508|20210421|BB-|20210421|20230101|BB-|20230101|20260411|CCC+|20260411|20280101|BB0||||||||||
1000022263|20200415|20210422|BBB-|20210422|20220423|BBB-|20220423|20230513|BBB0|20230513|20240326|BB0|20240326|20250428|BB+|20250428|20260401|BB-|20260401|20280101|BB0|
1000022264|20200513|20210518|B+|20230101|20230505|CCC+|20230505|20240509|B+|20240509|20250516|B+|20250516|20270101|BB0|||||||
1000022265|20200331|20210421|BB+|20210421|20220416|B+|20220416|20230329|BBB0|20230329|20240414|BB0|20240414|20250416|BB-|20250416|20260411|B+|20260411|20280101|BB+|
1000022266|20200403|20210521|B+|20220730|20220907|CCC+|20220907|20230830|CCC-|20230830|20240101|CCC+||||||||||
1000022267|20201106|20211109|B+|20211109|20221123|BBB-|20221123|20231012|BBB-|20231012|20241218|BBB-|20241218|20251212|BB-|20251212|20270701|BBB-||||
1000022268|20210101|20210216|CCC+|20220101|20220215|CCC+|20230101|20230222|CCC+|20240101|20240214|CCC0|20250219|20250406|BBB-|20250406|20270101|BBB-||||
1000022269|20210112|20210513|BBB-|20210513|20220413|BB0|20220413|20230524|BBB-|20230524|20240426|BB+|20240426|20250417|BBB-|20250417|20260504|BBB0|20260504|20280101|BBB-|
1000022270|20200101|20211127|CCC+|20211127|20220526|BB0|20220526|20231025|BB0|20231025|20240416|BB0|20240416|20250415|BB-|20250415|20270101|BB-||||
1000022271|20210617|20210708|BBB-|20210708|20220406|A-|20220406|20240101|BBB0|20240101|20250523|CCC+|20250523|20270101|BBB0|||||||
1000022272|20150101|20210423|CCC+|20210423|20220719|BBB-|20220719|20230101|BBB0|||||||||||||
1000022273|20210608|20210616|BB+|20210616|20220514|BBB-|20220514|20230603|BBB+|20230603|20240515|BB+|20240515|20250524|BBB0|20250524|20260501|BB+|20260501|20280101|BB0|
1000022274|20200624|20210604|B0|20210604|20220416|BB0|20240619|20241030|BB-|20241030|20250508|BB0||||||||||
1000022275|20200325|20210409|B+|20220407|20220422|B+|20220422|20230418|BB-|20230418|20240417|BB0|20260101|20260511|CCC+|20260511|20280101|BB+||||
1000022276|20200505|20210406|BBB0|20210406|20220428|BBB0|20220428|20230421|BB0|20230421|20240503|BB+|20240503|20250525|BB+|20250525|20260416|BB0|20260416|20280101|BB0|
1000022277|20210101|20210527|CCC+|20210527|20220601|BBB-|20220601|20230613|A-|20230613|20250101|BBB+||||||||||
1000022278|20200415|20210420|B0|20210420|20220416|B0|20220416|20230419|BB-|20230419|20240419|BB-|20240419|20250418|BB-|20250418|20260413|B+|20260413|20280101|BB0|
1000022279|20211015|20211021|CCC-|20220220|20220426|CCC0|20220426|20230418|CCC+|20230418|20240528|B0|20240528|20250501|BB-|20250501|20260502|B+|20260502|20280101|B0|
1000022280|20200428|20210408|B+|20220405|20220812|B0|20220812|20230329|B+|20230329|20240407|BB-|20240407|20250402|B+|20250402|20260407|BB-|20260407|20280101|BB0|
1000022281|20220101|20220519|CCC+|20220519|20230927|B0|20230927|20240424|BB0|20240424|20250417|B+|20250417|20260501|BB0|20260501|20280101|BB0||||
1000022282|20200611|20210612|B+|20210612|20220406|B0|20220406|20230822|BB-|20230822|20240528|B0|20240528|20250417|B+|20250417|20260410|BB-|20260410|20280101|B0|
1000022283|20210716|20211109|BB-|20211109|20220601|B+|20230621|20230622|B0|20240403|20240628|CCC+|20260113|20260408|B0|20260408|20280101|CCC-||||
1000022284|20211118|20211218|BB0|20220618|20221118|BB0|20230411|20230518|BB0|20240219|20240416|BBB-|20250618|20250624|BB0|20250624|20270101|BB-||||
1000022285|20210101|20220603|CCC+|20220603|20230103|CCC0|20230103|20241102|CCC+|20241102|20250409|BB0|20250409|20270101|BB0|||||||
1000022286|20210706|20211010|CCC0|20211010|20220719|CCC+|20220719|20230630|BBB+|20230630|20240822|BBB-|20260101|20260122|CC+|20260122|20270101|BB+||||
1000022287|20200327|20210825|BB0|20210825|20220730|BB-|20230101|20231019|CCC+|20231019|20240524|BB+|20240524|20250419|B0|20250419|20260504|BB-|20260504|20280101|B+|
1000022288|20200507|20210414|BBB-|20210414|20220621|BB0|20220621|20230418|BB-|20240517|20240606|B0|20240606|20250429|BB-|20250429|20270101|B0||||
1000022289|20200616|20210617|B-|20210617|20230101|B0||||||||||||||||
1000022290|20200811|20210420|B+|20210420|20220514|BB-|20231006|20231012|B0|20231012|20250101|CCC+||||||||||
1000022291|20211201|20211202|BB+|20221101|20221202|B0|20221202|20230422|CCC0|20230422|20241227|B+|20250524|20251121|B+|20251121|20260504|BB-|20260504|20280101|BB-|
1000022292|20200421|20210608|BBB-|20210608|20220809|BBB0|20220809|20230420|BBB0|20230420|20240523|BBB0|20240523|20251217|BBB0|20251217|20270101|BBB+||||
1000022293|20200430|20210421|BB0|20210421|20220428|B0|20220428|20230421|BB-|20230421|20240410|BB-|20250521|20250718|CCC+|20250718|20270101|CCC-||||
1000022294|20210101|20210403|CCC+|20220101|20220519|CCC+|20220519|20230516|BB+|20230516|20240424|B+|20250410|20250805|BBB0|20250805|20260417|BBB+|20260417|20280101|BBB-|
1000022295|20200821|20210420|BB+|20210420|20220524|B-|20220524|20230613|BB+|20230613|20240425|BBB-|20240425|20250610|B+|20250610|20260501|BBB0|20260501|20280101|B0|
1000022296|20200617|20210422|BB-|20210422|20220419|BB+|20220419|20230419|BBB-|20230419|20240415|BBB0|20240415|20250426|BB+|20250426|20260508|BB+|20260508|20280101|BBB0|
1000022297|20200723|20220101|B+|||||||||||||||||||
1000022298|20200522|20210422|BB0|20210422|20220809|CCC+|20230623|20230903|B0|20230903|20240611|CCC+|20240611|20260101|CCC+|||||||
1000022299|20200516|20210525|BB+|20210525|20220521|BBB0|20220521|20230517|BBB0|20230517|20240413|BBB+|20240413|20250410|BB+|20250410|20270101|BB+||||
1000022300|20200516|20210424|B+|20210424|20220423|BB-|20230401|20230406|BB-|20230406|20240410|BB-|20240410|20250409|B0|20250409|20260503|B0|20260503|20280101|BB-|
1000022301|20210406|20210423|B0|20210423|20220518|B0|20220518|20230412|CCC+|20230412|20240619|CCC+|20240619|20250413|CCC+|20250413|20260423|CCC+|20260423|20280101|BB0|
1000022302|20200416|20210423|B0|20210423|20220420|B+|20220420|20230422|B+|20230422|20240413|BB-|20250417|20251218|BB+|20251218|20260412|BBB-|20260412|20280101|BBB-|
1000022303|20210409|20210416|B+|20210416|20220525|B+|20240101|20240611|CCC+|20240611|20250611|B0|20250611|20270101|B0|||||||
1000022304|20200416|20210304|BB0|20210304|20220512|BBB0|20220512|20230415|BB+|20230415|20240410|BB+|20240410|20250509|B0|20250509|20260429|CCC+|20260429|20280101|BBB-|
1000022305|20200719|20210427|B+|20210427|20220511|BBB0|20220511|20230524|BB-|20230524|20240518|BB-|20240518|20250514|BB0|20250514|20270101|BB0||||
1000022306|20210130|20210407|B+|20220622|20220906|BB0|20230324|20230419|BB-|20240414|20240710|B+|20250806|20251126|BB-|20251126|20260426|BB0|20260426|20280101|BBB0|
1000022307|20220812|20221018|B-|20230216|20230818|B-|20230818|20240101|B0|||||||||||||
1000022308|20200418|20210803|CCC0|20231019|20231104|CCC-|20231104|20260208|C+|||||||||||||
1000022309|20210511|20210714|BB+|20210714|20220709|BBB-|20220709|20230425|BB0|20230425|20240327|BB-|20250101|20250426|CCC+|20250426|20260512|B+|20260512|20280101|BB-|
1000022310|20210401|20210813|B+|20220503|20220623|B+|20230518|20230628|B+|20230628|20240604|B0|20240604|20250424|BB+|20250424|20260501|B+|20260501|20280101|BB+|
1000022311|20210430|20211013|B+|20211013|20220414|BB-|20220414|20230621|B+|20230621|20240605|CCC+|20240605|20250419|CCC+|20250419|20260502|B+|20260502|20280101|B0|
1000022312|20200612|20210615|B+|20210615|20220807|BBB0|20240101|20240511|CCC+|20240511|20250510|BB0|20250510|20270101|B+|||||||
1000022313|20200609|20211022|BB-|20211022|20220423|B+|20220423|20231013|BB0|20240329|20240410|BB0|20250725|20251023|B-|20251025|20260108|B-|20260108|20270101|CCC+|
1000022314|20210316|20210319|BB-|20210319|20220419|BB0|20220419|20230606|B+|20230606|20240405|BB+|20240405|20250410|BB-|20250410|20260421|B+|20260421|20280101|BB-|
1000022315|20220316|20220511|BB-|20220511|20230609|BB0|20230609|20241113|BB0|20241113|20250419|BBB-|20250419|20260404|BB+|20260404|20280101|BBB-||||
1000022316|20200313|20210312|BB0|20210312|20220312|BB-|20220312|20230315|BB-|20230315|20240319|BB0|20240319|20250314|BB-|20250314|20260320|BB-|20260320|20280101|BB-|
1000022317|20200414|20210423|BB-|20230322|20230422|BB-|20230422|20240510|BB0|20240510|20250409|BB-|20250409|20260502|BB-|20260502|20280101|B+||||
1000022318|20200820|20210525|B0|20210525|20220618|BB-|20220618|20230629|BBB-|20230629|20240525|B+|20240525|20250426|BB0|20250426|20270101|BB+||||
1000022319|20200429|20210427|BB-|20230120|20230922|BB0|20230922|20240719|BB+|20240719|20250419|BB-|20250419|20260416|BB0|20260416|20280101|BB-||||
1000022320|20200603|20220101|B+|20230504|20230818|B+|20230818|20240517|BB-|20240517|20250520|B+|20250520|20260423|BB0|20260423|20280101|BB+||||
1000022321|20210101|20210915|B0|20210915|20220813|CCC+|20220813|20230527|CCC+|20230527|20240419|CCC+|20240419|20250620|B-|20250620|20270101|B0||||
1000022322|20201224|20210821|B+|20210821|20220427|BB+|20220427|20230606|BB+|20230606|20240531|B+|20240531|20250503|B0|20250503|20270101|B-||||
1000022323|20200430|20210407|B+|20210407|20220118|B+|20230101|20230405|CCC+|20240221|20240402|B-|20240402|20250621|B+|20250621|20270101|B+||||
1000022324|20200606|20210408|B-|20210408|20220429|BB-|20220429|20230426|BB+|20230426|20240528|BBB-|20240528|20250430|BB0|20250430|20260423|BB+|20260423|20280101|BB0|
1000022325|20200417|20210424|CCC+|20210424|20220420|CCC+|20220420|20230426|CCC+|20230426|20240424|CCC+|20240424|20250426|CCC0|20250426|20270101|C+||||
1000022326|20220423|20220512|BB0|20240101|20240907|CCC+|20250101|20250424|CCC+|20250424|20260429|B-|20260429|20280101|BB0|||||||
1000022327|20201205|20210416|BB-|20210416|20220511|B+|20220511|20230714|B+|20230714|20240718|B+|20240718|20250510|BB-|20250510|20270101|B+||||
1000022328|20210318|20210429|B-|20230101|20230406|CCC+|20230406|20240426|B0|20240426|20250413|B+|20250413|20260413|BB-|20260413|20280101|BB0||||
1000022329|20200414|20210417|B-|20210417|20220406|B0|20230413|20230919|B+|20230919|20240414|BB-|20240414|20250419|B+|20250419|20260501|B+|20260501|20280101|B-|
1000022330|20200813|20210610|BB-|20210610|20220505|BB-|20230525|20230823|BB0|20240407|20240409|BB0|20251002|20251114|BB-|20251114|20260407|BB0|20260407|20280101|BB0|
1000022331|20210615|20211203|BB+|20220918|20221018|BB-|20230618|20230718|BB+|20230718|20250101|BB0||||||||||
1000022332|20200423|20210410|A-|20210410|20220417|BBB0|20230417|20231218|B+|20231218|20240417|BB-|20240417|20250418|B+|20250418|20260501|B+|20260501|20280101|B0|
1000022333|20200326|20210501|CCC+|20210501|20220410|CCC0|20220410|20230416|CCC+|20230416|20240415|CCC+|20240415|20250421|CCC+|20250421|20260426|BBB-|20260426|20280101|BBB0|
1000022334|20200513|20210525|BBB+|20210525|20220406|BB0|20220406|20230509|BBB-|20230509|20240504|BBB0|20240504|20250429|BB-|20250429|20260418|BBB+|20260418|20280101|BBB-|
1000022335|20200815|20210825|B+|20210825|20220510|BB0|20220510|20230426|BB0|20230426|20241112|BB+|20241112|20250510|BB+|20250510|20260502|BB-|20260502|20280101|BB0|
1000022336|20200529|20210414|BBB0|20210414|20220430|B+|20220430|20230526|BB-|20240223|20240425|BBB-|20240425|20250419|B+|20250419|20270101|B-||||
1000022337|20210811|20211026|B0|20211026|20230101|CCC+||||||||||||||||
1000022338|20210313|20210720|BB0|20230203|20231208|CCC+|20231208|20240417|B+|20260304|20260425|B+|20260425|20280101|B-|||||||
1000022339|20200326|20210403|BBB0|20210403|20220402|BBB0|20220402|20230331|BBB-|20230331|20240404|BBB-|20240404|20250416|BBB0|20250416|20260413|BBB-|20260413|20280101|BBB0|
1000022340|20200505|20210501|B0|20210501|20220407|B+|20220407|20230523|B+|20230523|20240628|B-|20250417|20251102|B-|20260108|20260503|CCC+|20260503|20280101|CC+|
1000022341|20200521|20210402|BB-|20210402|20220407|BB0|20220407|20230411|B-|20240501|20240819|B-|20250727|20250806|B-|20250806|20260101|CCC+||||
1000022343|20210518|20210812|B+|20210812|20220519|B0|20220519|20230512|B-|20230512|20240510|B0|20240510|20250410|B0|20250410|20260411|B0|20260411|20280101|B+|
1000022344|20200508|20210415|B+|20210415|20220512|B0|20240116|20240410|B0|20240410|20250411|B+|20250411|20260425|B0|20260425|20280101|CCC+||||
1000022345|20200424|20210430|B0|20210430|20220504|B0|20231128|20231214|B-|20240523|20240822|CCC+|20240822|20250308|CCC0|20250308|20260101|CCC+||||
1000022346|20200605|20210501|BB0|20210501|20220804|B+|20220804|20230427|BB-|20230427|20240426|BB-|20240426|20250430|BB-|20250430|20260417|BB-|20260417|20280101|BB-|
1000022347|20210403|20210910|BB-|20220326|20220329|BB-|20230409|20230822|BB0|20230822|20240509|BB-|20240509|20250405|B+|20260408|20260501|BB0|20260501|20280101|BB-|
1000022348|20210101|20210915|CCC+|20220824|20220825|BBB-|20220825|20230729|B+|20230729|20240412|BB0|20240412|20251202|BB-|20251202|20260423|BBB0|20260423|20280101|BB+|
1000022349|20210706|20211118|BB0|20211118|20220617|BB+|20220617|20230609|BB-|20240518|20240603|BB-|20250101|20250411|CCC+|20250411|20260411|B0|20260411|20280101|B+|
1000022350|20200620|20210508|B+|20230306|20230503|CCC-|20230503|20250101|C+|||||||||||||
1000022351|20210115|20210119|A-|20210119|20220115|BBB+|20220115|20230118|BBB0|20230118|20240119|BB0|20240119|20250116|BBB-|20260115|20260116|BB-|20260116|20271001|BB-|
1000022352|20220315|20220407|B-|20230101|20230113|CCC+|20240101|20240723|CCC+|20240723|20250603|B0|20250603|20270101|CCC+|||||||
1000022353|20241014|20241027|CCC-|20250320|20250330|CCC-||||||||||||||||
1000022354|20200101|20210528|CCC+|20210528|20220617|BB+|20220617|20230601|BB-|20230601|20240614|BB+|20240614|20250521|B+|20250521|20260303|B-|20260303|20270101|B0|
1000022355|20210827|20211118|B+|20220319|20220504|B+|20220504|20230414|B+|20240417|20241119|B0|20241119|20250402|B+|20250402|20260417|B+|20260417|20280101|BB0|
1000022356|20210225|20210408|B0|20210408|20220719|CCC+|20220719|20230520|B0|20240114|20241129|B-|20241129|20260101|CCC+|||||||
1000022357|20200603|20210925|B+|20220809|20220818|BB+|20230803|20230818|BB0|20240518|20240713|BB0|20250419|20250523|B+|20250523|20270101|BB-||||
1000022358|20220301|20220621|CCC+|20240229|20240923|CCC+|20250813|20250918|BB-|20250918|20270301|BB0||||||||||
1000022359|20201001|20220311|CCC+|20220311|20231001|BBB-|20231001|20240202|CCC+|20240202|20251001|BB+|20251001|20260130|CCC+|20260130|20271001|BB+||||
1000022360|20200620|20210424|BBB0|20210424|20220422|BBB+|20220422|20230407|B+|20230407|20240415|BB+|20240415|20250415|BBB+|20250415|20260510|A0|20260510|20280101|A-|
1000022361|20210319|20210508|BBB-|20210508|20220525|BBB-|20220525|20240101|BB0|20240101|20250620|CCC+|20250620|20270101|B-|||||||
1000022362|20200508|20210511|BB-|20210511|20220517|BB0|20220517|20230415|BBB0|20230415|20240605|BB0|20240605|20250415|B+|20250415|20260414|BB+|20260414|20280101|B+|
1000022363|20200508|20210511|BB0|20210511|20220517|BBB-|20220517|20230419|BBB-|20240201|20240501|BB0|20240501|20250415|BB-|20250415|20260414|BB+|20260414|20280101|BB0|
1000022364|20210101|20210527|CCC+|20210527|20220531|B+|20220531|20230401|B+|20230401|20240416|B+|20240416|20250411|B0|20250411|20270101|B0||||
1000022365|20200507|20210511|B0|20210511|20220414|B-|20220414|20230518|B-|20240328|20240410|CCC+|20250403|20250510|CCC+|20260501|20260503|CCC-|20260503|20280101|CC+|
1000022366|20200416|20210514|BB0|20210514|20220519|BB+|20220519|20230510|BBB-|20250101|20250521|CCC+|20250521|20270101|BB0|||||||
1000022367|20200522|20210512|CCC+|20220503|20220517|B0|20220517|20230524|B0|20230524|20240518|BB0|20240518|20250523|BB0|20250523|20270101|BB-||||
1000022368|20210406|20210414|B+|20210414|20220420|BBB0|20230419|20230718|BB-|20230718|20240517|BB0|20250118|20250501|BB0|20250501|20260416|BB-|20260416|20280101|BBB-|
1000022369|20210708|20211118|BBB-|20220118|20220526|BBB+|20220526|20230511|BB+|20230511|20240528|BBB0|20240528|20250530|BB0|20250530|20270101|BB+||||
1000022370|20200515|20210525|B+|20230101|20230518|CCC+|20230518|20240920|B+|20240920|20250908|BB-|20250908|20260512|B+|20260512|20280101|B-||||
1000022371|20200620|20210824|BBB0|20220503|20221018|BB+|20221018|20230101|BBB-|20240718|20240906|BBB-|20240906|20260101|BBB+|||||||
1000022372|20190101|20211124|CCC+|20211124|20220609|BBB-|20220609|20230622|BBB-|20230622|20250101|BBB0||||||||||
1000022373|20210101|20210417|CCC0|20210417|20220511|BB+|20240101|20240907|CCC+|20240907|20250101|BB0|20250101|20260410|CCC+|20260410|20280101|BB0||||
1000022374|20150101|20210608|CCC+|20210608|20220503|BB-|20220503|20240101|BB+|||||||||||||
1000022375|20211013|20211030|B0|20211030|20221111|BB-|20221111|20231214|B+|20231214|20241112|BB-|20241112|20251119|B0|20251119|20270701|B+||||
1000022376|20200811|20220101|BBB0|20220101|20241112|CCC+|20241112|20250409|BBB-|20250409|20270101|BBB-||||||||||
1000022377|20200606|20210601|BBB-|20230101|20230608|CCC+|20230608|20250101|BBB0|||||||||||||
1000022378|20201112|20211118|BB-|20230903|20231212|CCC0|20231212|20241112|BB0|20241112|20251225|BB-|20251225|20270701|B+|||||||
1000022379|20201201|20210811|A-|20230101|20230602|CCC+|20230602|20250101|BBB-|||||||||||||
1000022380|20210101|20210608|CCC+|20210608|20220611|CCC+|20220611|20240101|CCC+|||||||||||||
1000022381|20190101|20240827|CCC+|20250101|20250207|CCC+|20260101|20260122|CCC+|20260122|20270101|B+||||||||||
1000022382|20200101|20211109|CCC+|20220303|20220415|CCC-|20220415|20230620|B-|20241203|20241219|B0|20250419|20250508|B+|20250508|20270101|BB+||||
1000022383|20210101|20220423|CCC+|20240101|20240906|CCC+|20240906|20250101|B+|20250101|20260322|CCC+|20260322|20270101|BB+|||||||
1000022384|20201004|20210715|B+|20220728|20220818|B+|20230620|20230720|BB-|20230720|20240410|BB-|20240410|20250404|BB-|20250404|20260402|BB+|20260402|20280101|BB0|
1000022385|20200430|20210604|B+|20230101|20230509|CCC+|20230509|20240517|BB-|20240517|20250704|BB+|20250704|20260410|BBB-|20260410|20280101|BB0||||
1000022386|20220101|20220623|CCC+|20230907|20230909|B0|20230909|20240423|B-|20240423|20250418|B+|20250418|20260430|B-|20260430|20270101|B0||||
1000022387|20200403|20210326|BB0|20210326|20220325|B0|20220325|20230513|B0|20240523|20241018|BB-|20241018|20250427|BB0|20250427|20260411|BB0|20260411|20280101|B0|
1000022388|20200604|20210424|B+|20210424|20220428|CCC-|20240702|20241031|B+|20241031|20250603|B+|20250603|20260423|B+|20260423|20280101|B0||||
1000022389|20200418|20210402|BBB0|20220603|20221019|B+|20221019|20230426|BBB0|20230426|20241017|BBB-|20241017|20251106|BBB-|20251106|20270101|B-||||
1000022391|20220101|20220216|CCC+|20220216|20230101|BBB0|20240716|20241024|BBB0|20251018|20251107|BBB0|20251107|20260423|BBB0|20260423|20280101|A-||||
1000022392|20200428|20210512|BBB0|20210512|20220527|BBB-|20220527|20230420|B+|20230420|20240410|CCC+|20240410|20250415|BB0|20250415|20260412|BB0|20260412|20280101|BB-|
1000022393|20211118|20211218|BB-|20220420|20220618|BB-|20220618|20230615|B0|20240419|20240621|BB-|20240621|20250625|BBB0|20250625|20270101|BBB-||||
1000022394|20130202|20250226|CCC+|20250226|20260404|B+|20260404|20271001|B+|||||||||||||
1000022395|20201105|20210619|BB0|20220614|20220719|BB0|20220719|20230319|BB+|20240101|20240618|CCC+|20240618|20251001|B-|20251001|20270101|BBB-||||
1000022396|20210429|20210430|BB+|20210430|20220519|BB+|20220519|20230512|BBB0|20230512|20250101|BBB+||||||||||
1000022397|20200326|20210401|CCC+|20210401|20220511|CCC+|20220511|20240101|CCC+|||||||||||||
1000022398|20230503|20230718|BB+|20230718|20240101|BBB-||||||||||||||||
1000022399|20200508|20210417|BB+|20210417|20220618|B0|20240101|20240804|CCC+|20240804|20250521|BB-|20260403|20260507|BB+|20260507|20280101|BBB0||||
1000022400|20200602|20210605|B+|20230101|20230404|CCC+|20230404|20240402|B+|20240402|20250422|B0|20250422|20270101|B0|||||||
1000022401|20200507|20210505|BB-|20220815|20221109|BB-|20221109|20230518|BB0|20230518|20240618|BB-|20240618|20260101|BB-|||||||
1000022402|20210101|20240906|CCC+|20240906|20250101|B+|20250101|20260411|CCC+|20260411|20280101|B0||||||||||
1000022403|20200604|20211203|B-|20220525|20220719|BB-|20231203|20231218|B+|20240711|20241012|CC+|20251203|20251218|CCC+|20260420|20260503|CC+|20260503|20270101|CCC+|
1000022404|20201105|20210507|BBB-|20221118|20221218|BB-|20230919|20231018|BB-|20231018|20240101|BB0||||||||||
